,num_subscriptions,num_subscriptions_annual,num_subscriptions_monthly,res_subscriptions_length,res_subscriptions_length_ann,res_subscriptions_length_mon,num_ccl_mon,num_ccl_ann,num_rnl_a2a,num_rnl_a2m,num_rnl_m2a,num_rnl_m2m,num_rtn_a2a,num_rtn_a2m,num_rtn_m2a,num_rtn_m2m,num_new_mon,num_new_ann
2016-02-12,,,77.0,,,17.766233766233768,0.0,,,,0.0,1.0,,,0.0,0.0,2.0,1.0
2016-02-13,,,79.0,,,17.481012658227847,0.0,,,,0.0,2.0,,,0.0,0.0,1.0,3.0
2016-02-14,,,81.0,,,17.555555555555557,0.0,,,,0.0,0.0,,,0.0,0.0,4.0,1.0
2016-02-15,,,85.0,,,17.188235294117646,0.0,,,,0.0,1.0,,,0.0,0.0,3.0,3.0
2016-02-16,,,91.0,,,17.428571428571427,0.0,,,,0.0,1.0,,,0.0,0.0,6.0,3.0
2016-02-17,,,95.0,,,17.31578947368421,0.0,,,,0.0,1.0,,,0.0,0.0,4.0,2.0
2016-02-18,,,96.0,,,16.770833333333332,1.0,,,,0.0,0.0,,,0.0,0.0,2.0,2.0
2016-02-19,,,97.0,,,16.22680412371134,1.0,,,,0.0,0.0,,,0.0,0.0,2.0,0.0
2016-02-20,,,99.0,,,15.828282828282829,0.0,,,,0.0,1.0,,,0.0,0.0,2.0,1.0
2016-02-21,,,105.0,,,15.704761904761904,0.0,,,,0.0,3.0,,,0.0,0.0,3.0,4.0
2016-02-22,,,111.0,,,16.61261261261261,0.0,,,,0.0,3.0,,,0.0,0.0,7.0,2.0
2016-02-23,,,117.0,,,17.11965811965812,0.0,,,,0.0,6.0,,,0.0,0.0,3.0,3.0
2016-02-24,,,118.0,,,17.779661016949152,0.0,,,,0.0,5.0,,,0.0,0.0,3.0,2.0
2016-02-25,,,117.0,,,17.94871794871795,1.0,,,,0.0,2.0,,,0.0,0.0,2.0,0.0
2016-02-26,,,118.0,,,17.822033898305083,0.0,,,,0.0,1.0,,,0.0,0.0,3.0,2.0
2016-02-27,,,122.0,,,17.5,0.0,,,,0.0,3.0,,,0.0,0.0,2.0,1.0
2016-02-28,,,121.0,,,17.132231404958677,0.0,,,,0.0,1.0,,,0.0,0.0,1.0,0.0
2016-02-29,,,131.0,,,17.419847328244273,2.0,,,,0.0,8.0,,,0.0,0.0,3.0,1.0
2016-03-01,,,127.0,,,18.448818897637796,0.0,,,,0.0,2.0,,,0.0,0.0,4.0,0.0
2016-03-02,,,131.0,,,18.38167938931298,0.0,,,,0.0,2.0,,,0.0,0.0,4.0,0.0
2016-03-03,,,132.0,,,17.977272727272727,0.0,,,,0.0,1.0,,,0.0,0.0,2.0,0.0
2016-03-04,,,136.0,,,17.654411764705884,4.0,,,,0.0,3.0,,,0.0,0.0,2.0,0.0
2016-03-05,,,132.0,,,17.886363636363637,0.0,,,,0.0,1.0,,,0.0,0.0,2.0,5.0
2016-03-06,,,131.0,,,17.015267175572518,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0
2016-03-07,,,135.0,,,16.488888888888887,1.0,,,,0.0,1.0,,,0.0,0.0,3.0,1.0
2016-03-08,,,140.0,,,16.535714285714285,0.0,,,,1.0,5.0,,,0.0,0.0,2.0,2.0
2016-03-09,,,138.0,,,16.456521739130434,1.0,,,,0.0,2.0,,,0.0,0.0,1.0,4.0
2016-03-10,,,142.0,,,16.598591549295776,1.0,,,,0.0,5.0,,,0.0,0.0,2.0,0.0
2016-03-11,,,138.0,,,16.514492753623188,0.0,,,,0.0,1.0,,,0.0,0.0,1.0,0.0
2016-03-12,,,143.0,,,16.314685314685313,1.0,,,,1.0,2.0,,,0.0,0.0,4.0,0.0
2016-03-13,,,144.0,,,16.09722222222222,1.0,,,,0.0,2.0,,,0.0,0.0,2.0,0.0
2016-03-14,,,146.0,,,15.986301369863014,0.0,,,,0.0,4.0,,,0.0,0.0,1.0,0.0
2016-03-15,,,149.0,,,16.187919463087248,0.0,,,,0.0,4.0,,,0.0,0.0,3.0,1.0
2016-03-16,,,154.0,,,16.564935064935064,0.0,,,,0.0,7.0,,,0.0,0.0,2.0,1.0
2016-03-17,,,153.0,,,16.92156862745098,1.0,,,,0.0,4.0,,,0.0,0.0,2.0,0.0
2016-03-18,,,151.0,,,16.7682119205298,0.0,,,,0.0,2.0,,,0.0,0.0,1.0,1.0
2016-03-19,,,153.0,,,16.398692810457515,0.0,,,,0.0,2.0,,,0.0,0.0,2.0,2.0
2016-03-20,,,158.0,,,16.329113924050635,0.0,,,,1.0,2.0,,,0.0,0.0,5.0,2.0
2016-03-21,,,161.0,,,16.236024844720497,1.0,,,,0.0,4.0,,,0.0,0.0,2.0,2.0
2016-03-22,,,165.0,,,16.806060606060605,1.0,,,,0.0,9.0,,,0.0,0.0,1.0,1.0
2016-03-23,,,164.0,,,17.658536585365855,1.0,,,,0.0,7.0,,,0.0,0.0,2.0,3.0
2016-03-24,,,162.0,,,18.246913580246915,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,3.0
2016-03-25,,,161.0,,,18.546583850931675,0.0,,,,0.0,4.0,,,0.0,0.0,2.0,1.0
2016-03-26,,,164.0,,,18.591463414634145,1.0,,,,0.0,3.0,,,0.0,0.0,4.0,1.0
2016-03-27,,,166.0,,,18.53614457831325,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,3.0
2016-03-28,,,165.0,,,18.418181818181818,1.0,,,,0.0,1.0,,,0.0,0.0,3.0,0.0
2016-03-29,,,178.0,,,18.84269662921348,0.0,,,,0.0,11.0,,,0.0,0.0,4.0,0.0
2016-03-30,,,171.0,,,19.321637426900583,0.0,,,,0.0,0.0,,,0.0,0.0,4.0,1.0
2016-03-31,,,174.0,,,18.54022988505747,0.0,,,,0.0,0.0,,,0.0,0.0,3.0,1.0
2016-04-01,,,181.0,,,18.060773480662984,2.0,,,,0.0,4.0,,,0.0,0.0,3.0,0.0
2016-04-02,,,181.0,,,18.08839779005525,1.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-04-03,,,180.0,,,18.044444444444444,0.0,,,,0.0,3.0,,,0.0,0.0,2.0,0.0
2016-04-04,,,189.0,,,18.201058201058203,1.0,,,,1.0,6.0,,,0.0,0.0,6.0,0.0
2016-04-05,,,190.0,,,18.089473684210525,0.0,,,,0.0,3.0,,,0.0,0.0,3.0,2.0
2016-04-06,,,189.0,,,17.50793650793651,0.0,,,,0.0,0.0,,,0.0,0.0,2.0,2.0
2016-04-07,,,195.0,,,16.953846153846154,0.0,,,,0.0,4.0,,,0.0,0.0,2.0,1.0
2016-04-08,,,199.0,,,16.87939698492462,0.0,,,,0.0,7.0,,,0.0,0.0,1.0,1.0
2016-04-09,,,195.0,,,16.682051282051283,0.0,,,,0.0,3.0,,,0.0,0.0,0.0,1.0
2016-04-10,,,199.0,,,16.457286432160803,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,0.0
2016-04-11,,,196.0,,,16.3265306122449,0.0,,,,0.0,2.0,,,0.0,0.0,2.0,4.0
2016-04-12,,,200.0,,,15.95,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,2.0
2016-04-13,,,198.0,,,15.727272727272727,0.0,,,,0.0,4.0,,,0.0,0.0,0.0,0.0
2016-04-14,,,203.0,,,15.738916256157635,0.0,,,,0.0,5.0,,,0.0,0.0,4.0,1.0
2016-04-15,,,206.0,,,15.728155339805825,0.0,,,,0.0,7.0,,,0.0,0.0,1.0,0.0
2016-04-16,,,210.0,,,16.071428571428573,0.0,,,,0.0,9.0,,,0.0,0.0,2.0,2.0
2016-04-17,,,207.0,,,16.18840579710145,1.0,,,,0.0,5.0,,,0.0,0.0,1.0,1.0
2016-04-18,,,205.0,,,15.941463414634146,0.0,,,,0.0,3.0,,,0.0,0.0,1.0,1.0
2016-04-19,,,206.0,,,15.470873786407767,1.0,,,,0.0,2.0,,,0.0,0.0,2.0,0.0
2016-04-20,,,209.0,,,15.301435406698564,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,1.0
2016-04-21,,,207.0,,,15.18840579710145,1.0,,,,0.0,5.0,,,0.0,0.0,0.0,0.0
2016-04-22,,,211.0,,,15.388625592417062,1.0,,,,0.0,9.0,,,0.0,0.0,1.0,1.0
2016-04-23,,,210.0,,,15.785714285714286,1.0,,,,0.0,9.0,,,0.0,0.0,0.0,3.0
2016-04-24,,,207.0,,,15.898550724637682,0.0,,,,0.0,6.0,,,0.0,0.0,0.0,1.0
2016-04-25,,,205.0,,,15.8,1.0,,,,0.0,5.0,,,0.0,0.0,0.0,1.0
2016-04-26,,,209.0,,,16.0,0.0,,,,1.0,7.0,,,0.0,1.0,2.0,0.0
2016-04-27,,,206.0,,,15.820388349514563,3.0,,,,0.0,3.0,,,0.0,0.0,2.0,1.0
2016-04-28,,,207.0,,,15.768115942028986,0.0,,,,0.0,4.0,,,0.0,1.0,2.0,0.0
2016-04-29,,,219.0,,,16.22374429223744,2.0,,,,0.0,13.0,,,0.0,0.0,3.0,0.0
2016-04-30,,,211.0,,,16.829383886255926,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,0.0
2016-05-01,,,211.0,,,16.89099526066351,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,3.0
2016-05-02,,,215.0,,,17.232558139534884,0.0,,,,0.0,6.0,,,0.0,0.0,5.0,1.0
2016-05-03,,,216.0,,,17.194444444444443,3.0,,,,0.0,3.0,,,0.0,0.0,4.0,0.0
2016-05-04,,,225.0,,,17.537777777777777,0.0,,,,0.0,12.0,,,0.0,0.0,2.0,1.0
2016-05-05,,,221.0,,,17.995475113122172,0.0,,,,0.0,6.0,,,0.0,0.0,2.0,1.0
2016-05-06,,,216.0,,,17.537037037037038,1.0,,,,0.0,1.0,,,0.0,0.0,0.0,1.0
2016-05-07,,,221.0,,,17.176470588235293,0.0,,,,0.0,6.0,,,0.0,0.0,1.0,2.0
2016-05-08,,,224.0,,,17.245535714285715,0.0,,,,1.0,8.0,,,0.0,0.0,1.0,0.0
2016-05-09,,,221.0,,,17.190045248868778,0.0,,,,0.0,3.0,,,0.0,2.0,0.0,2.0
2016-05-10,,,226.0,,,16.964601769911503,1.0,,,,0.0,6.0,,,0.0,0.0,2.0,2.0
2016-05-11,,,225.0,,,16.88888888888889,0.0,,,,0.0,4.0,,,0.0,0.0,2.0,2.0
2016-05-12,,,227.0,,,16.594713656387665,2.0,,,,0.0,4.0,,,0.0,0.0,2.0,0.0
2016-05-13,,,225.0,,,16.302222222222223,0.0,,,,0.0,4.0,,,0.0,0.0,0.0,0.0
2016-05-14,,,229.0,,,16.152838427947597,0.0,,,,0.0,8.0,,,0.0,0.0,0.0,0.0
2016-05-15,,,228.0,,,16.342105263157894,1.0,,,,0.0,7.0,,,0.0,0.0,2.0,2.0
2016-05-16,,,233.0,,,16.798283261802574,1.0,,,,1.0,10.0,,,0.0,0.0,3.0,0.0
2016-05-17,,,230.0,,,17.117391304347827,0.0,,,,0.0,6.0,,,0.0,0.0,2.0,1.0
2016-05-18,,,229.0,,,16.88646288209607,0.0,,,,0.0,4.0,,,0.0,0.0,1.0,2.0
2016-05-19,,,231.0,,,16.58008658008658,0.0,,,,0.0,4.0,,,0.0,0.0,2.0,0.0
2016-05-20,,,232.0,,,16.20258620689655,2.0,,,,0.0,5.0,,,0.0,0.0,0.0,0.0
2016-05-21,,,233.0,,,16.236051502145923,0.0,,,,0.0,5.0,,,0.0,0.0,3.0,0.0
2016-05-22,,,237.0,,,16.19409282700422,1.0,,,,0.0,9.0,,,0.0,0.0,1.0,3.0
2016-05-23,,,236.0,,,16.478813559322035,0.0,,,,0.0,9.0,,,0.0,0.0,0.0,2.0
2016-05-24,,,231.0,,,16.36796536796537,3.0,,,,0.0,3.0,,,0.0,0.0,1.0,0.0
2016-05-25,,,230.0,,,16.130434782608695,2.0,,,,0.0,5.0,,,0.0,0.0,0.0,1.0
2016-05-26,,,234.0,,,16.376068376068375,0.0,,,,0.0,10.0,,,0.0,0.0,1.0,0.0
2016-05-27,,,229.0,,,16.41048034934498,0.0,,,,0.0,4.0,,,0.0,0.0,1.0,1.0
2016-05-28,,,231.0,,,16.10822510822511,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-05-29,,,242.0,,,16.537190082644628,0.0,,,,0.0,16.0,,,0.0,0.0,0.0,3.0
2016-05-30,,,232.0,,,17.03448275862069,1.0,,,,0.0,6.0,,,0.0,0.0,0.0,0.0
2016-05-31,,,225.0,,,16.533333333333335,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,1.0
2016-06-01,,,231.0,,,15.935064935064934,1.0,,,,0.0,6.0,,,0.0,0.0,0.0,1.0
2016-06-02,,,237.0,,,16.257383966244724,1.0,,,,0.0,10.0,,,0.0,0.0,3.0,1.0
2016-06-03,,,233.0,,,16.450643776824034,0.0,,,,0.0,7.0,,,0.0,0.0,0.0,0.0
2016-06-04,,,237.0,,,16.628691983122362,4.0,,,,0.0,9.0,,,0.0,0.0,2.0,0.0
2016-06-05,,,230.0,,,17.047826086956523,1.0,,,,0.0,7.0,,,0.0,0.0,0.0,1.0
2016-06-06,,,228.0,,,17.00438596491228,0.0,,,,0.0,1.0,,,0.0,1.0,4.0,2.0
2016-06-07,,,235.0,,,16.582978723404256,0.0,,,,0.0,7.0,,,0.0,0.0,1.0,0.0
2016-06-08,,,236.0,,,16.56779661016949,1.0,,,,0.0,8.0,,,0.0,0.0,0.0,0.0
2016-06-09,,,232.0,,,16.504310344827587,0.0,,,,0.0,5.0,,,0.0,0.0,0.0,0.0
2016-06-10,,,235.0,,,16.361702127659573,3.0,,,,0.0,5.0,,,0.0,0.0,3.0,1.0
2016-06-11,,,233.0,,,16.29184549356223,1.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-06-12,,,237.0,,,16.341772151898734,0.0,,,,0.0,6.0,,,0.0,0.0,4.0,0.0
2016-06-13,,,234.0,,,15.935897435897436,1.0,,,,0.0,3.0,,,0.0,0.0,0.0,2.0
2016-06-14,,,238.0,,,15.72689075630252,1.0,,,,0.0,7.0,,,0.0,0.0,1.0,1.0
2016-06-15,,,240.0,,,15.895833333333334,1.0,,,,0.0,8.0,,,0.0,0.0,2.0,0.0
2016-06-16,,,246.0,,,16.296747967479675,0.0,,,,0.0,12.0,,,0.0,0.0,2.0,0.0
2016-06-17,,,243.0,,,16.761316872427983,0.0,,,,0.0,8.0,,,0.0,0.0,2.0,1.0
2016-06-18,,,239.0,,,16.543933054393307,1.0,,,,0.0,4.0,,,0.0,0.0,0.0,1.0
2016-06-19,,,242.0,,,16.376033057851238,0.0,,,,0.0,6.0,,,0.0,0.0,2.0,0.0
2016-06-20,,,242.0,,,16.144628099173552,1.0,,,,0.0,4.0,,,0.0,0.0,2.0,0.0
2016-06-21,,,244.0,,,15.90983606557377,2.0,,,,0.0,6.0,,,0.0,0.0,1.0,0.0
2016-06-22,,,242.0,,,15.801652892561984,4.0,,,,0.0,5.0,,,0.0,0.0,1.0,2.0
2016-06-23,,,244.0,,,16.077868852459016,0.0,,,,0.0,9.0,,,0.0,0.0,2.0,1.0
2016-06-24,,,240.0,,,15.975,0.0,,,,1.0,4.0,,,0.0,0.0,1.0,0.0
2016-06-25,,,240.0,,,15.491666666666667,2.0,,,,0.0,3.0,,,0.0,0.0,1.0,0.0
2016-06-26,,,248.0,,,15.649193548387096,1.0,,,,0.0,10.0,,,0.0,1.0,2.0,0.0
2016-06-27,,,243.0,,,15.7119341563786,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,1.0
2016-06-28,,,245.0,,,15.477551020408164,1.0,,,,0.0,5.0,,,0.0,0.0,2.0,1.0
2016-06-29,,,255.0,,,15.854901960784314,2.0,,,,0.0,14.0,,,0.0,0.0,2.0,3.0
2016-06-30,,,249.0,,,16.457831325301203,0.0,,,,0.0,6.0,,,0.0,0.0,4.0,1.0
2016-07-01,,,250.0,,,16.292,0.0,,,,0.0,6.0,,,0.0,0.0,1.0,1.0
2016-07-02,,,259.0,,,16.613899613899616,2.0,,,,0.0,11.0,,,0.0,0.0,4.0,0.0
2016-07-03,,,252.0,,,16.80952380952381,3.0,,,,0.0,4.0,,,0.0,0.0,2.0,2.0
2016-07-04,,,258.0,,,17.05426356589147,1.0,,,,0.0,10.0,,,0.0,0.0,3.0,1.0
2016-07-05,,,256.0,,,17.3046875,1.0,,,,0.0,6.0,,,0.0,0.0,3.0,2.0
2016-07-06,,,256.0,,,17.1796875,0.0,,,,0.0,6.0,,,0.0,0.0,1.0,2.0
2016-07-07,,,259.0,,,17.104247104247104,0.0,,,,0.0,8.0,,,0.0,0.0,1.0,0.0
2016-07-08,,,259.0,,,17.092664092664094,1.0,,,,0.0,7.0,,,0.0,0.0,1.0,1.0
2016-07-09,,,257.0,,,16.964980544747082,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-07-10,,,263.0,,,16.93916349809886,2.0,,,,0.0,7.0,,,0.0,0.0,4.0,3.0
2016-07-11,,,263.0,,,16.91254752851711,0.0,,,,0.0,6.0,,,0.0,0.0,3.0,2.0
2016-07-12,,,275.0,,,17.312727272727273,0.0,,,,0.0,11.0,,,0.0,0.0,7.0,1.0
2016-07-13,,,270.0,,,17.20740740740741,1.0,,,,0.0,3.0,,,0.0,0.0,2.0,2.0
2016-07-14,,,276.0,,,16.89855072463768,0.0,,,,0.0,7.0,,,0.0,0.0,2.0,3.0
2016-07-15,,,277.0,,,16.880866425992778,2.0,,,,0.0,9.0,,,0.0,0.0,0.0,0.0
2016-07-16,,,280.0,,,17.196428571428573,2.0,,,,0.0,12.0,,,0.0,0.0,1.0,0.0
2016-07-17,,,276.0,,,17.590579710144926,1.0,,,,0.0,9.0,,,0.0,0.0,2.0,1.0
2016-07-18,,,271.0,,,17.487084870848708,1.0,,,,0.0,3.0,,,0.0,0.0,2.0,0.0
2016-07-19,,,282.0,,,17.54609929078014,1.0,,,,0.0,8.0,,,0.0,0.0,7.0,3.0
2016-07-20,,,282.0,,,17.45390070921986,1.0,,,,0.0,5.0,,,0.0,0.0,3.0,1.0
2016-07-21,,,283.0,,,17.187279151943464,1.0,,,,0.0,6.0,,,0.0,0.0,1.0,0.0
2016-07-22,,,283.0,,,16.978798586572438,0.0,,,,0.0,6.0,,,0.0,0.0,1.0,2.0
2016-07-23,,,291.0,,,17.079037800687285,1.0,,,,0.0,10.0,,,0.0,0.0,4.0,0.0
2016-07-24,,,290.0,,,17.23793103448276,1.0,,,,0.0,4.0,,,0.0,0.0,6.0,1.0
2016-07-25,,,292.0,,,16.893835616438356,0.0,,,,0.0,4.0,,,0.0,0.0,3.0,3.0
2016-07-26,,,302.0,,,16.850993377483444,0.0,,,,1.0,14.0,,,0.0,1.0,0.0,5.0
2016-07-27,,,293.0,,,16.883959044368602,1.0,,,,0.0,4.0,,,0.0,0.0,1.0,2.0
2016-07-28,,,298.0,,,16.691275167785236,1.0,,,,0.0,6.0,,,0.0,0.0,4.0,4.0
2016-07-29,,,305.0,,,16.8,2.0,,,,0.0,14.0,,,0.0,0.0,0.0,0.0
2016-07-30,,,299.0,,,17.187290969899667,1.0,,,,0.0,9.0,,,0.0,0.0,1.0,4.0
2016-07-31,,,293.0,,,16.955631399317404,0.0,,,,0.0,0.0,,,0.0,0.0,4.0,1.0
2016-08-01,,,306.0,,,16.637254901960784,0.0,,,,0.0,7.0,,,0.0,0.0,6.0,2.0
2016-08-02,,,314.0,,,16.76751592356688,2.0,,,,0.0,13.0,,,0.0,0.0,2.0,0.0
2016-08-03,,,307.0,,,16.960912052117266,0.0,,,,0.0,6.0,,,0.0,0.0,2.0,0.0
2016-08-04,,,314.0,,,16.87579617834395,0.0,,,,0.0,13.0,,,0.0,0.0,0.0,0.0
2016-08-05,,,310.0,,,17.009677419354837,2.0,,,,0.0,7.0,,,0.0,0.0,2.0,4.0
2016-08-06,,,308.0,,,16.84090909090909,1.0,,,,0.0,6.0,,,0.0,0.0,1.0,0.0
2016-08-07,,,312.0,,,16.766025641025642,0.0,,,,0.0,9.0,,,0.0,0.0,2.0,4.0
2016-08-08,,,311.0,,,16.639871382636656,2.0,,,,0.0,6.0,,,0.0,0.0,2.0,0.0
2016-08-09,,,309.0,,,16.362459546925567,1.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-08-10,,,313.0,,,16.18849840255591,1.0,,,,0.0,10.0,,,0.0,0.0,0.0,0.0
2016-08-11,,,308.0,,,16.058441558441558,2.0,,,,0.0,6.0,,,0.0,0.0,0.0,0.0
2016-08-12,,,314.0,,,16.197452229299362,3.0,,,,0.0,14.0,,,0.0,0.0,0.0,1.0
2016-08-13,,,304.0,,,16.4375,0.0,,,,0.0,5.0,,,0.0,0.0,2.0,2.0
2016-08-14,,,306.0,,,16.173202614379086,3.0,,,,0.0,6.0,,,0.0,0.0,2.0,0.0
2016-08-15,,,307.0,,,16.16612377850163,1.0,,,,0.0,8.0,,,0.0,0.0,2.0,1.0
2016-08-16,,,310.0,,,16.258064516129032,2.0,,,,0.0,11.0,,,0.0,0.0,1.0,1.0
2016-08-17,,,309.0,,,16.550161812297734,1.0,,,,0.0,9.0,,,0.0,0.0,3.0,0.0
2016-08-18,,,305.0,,,16.38360655737705,0.0,,,,0.0,5.0,,,0.0,0.0,1.0,0.0
2016-08-19,,,312.0,,,16.371794871794872,2.0,,,,0.0,13.0,,,0.0,0.0,0.0,0.0
2016-08-20,,,305.0,,,16.56393442622951,1.0,,,,0.0,7.0,,,0.0,0.0,1.0,1.0
2016-08-21,,,305.0,,,16.40327868852459,0.0,,,,0.0,7.0,,,0.0,0.0,1.0,1.0
2016-08-22,,,305.0,,,16.137704918032785,1.0,,,,0.0,6.0,,,0.0,0.0,1.0,1.0
2016-08-23,,,312.0,,,16.233974358974358,0.0,,,,0.0,14.0,,,0.0,0.0,0.0,1.0
2016-08-24,,,306.0,,,16.369281045751634,2.0,,,,0.0,8.0,,,0.0,0.0,0.0,1.0
2016-08-25,,,304.0,,,16.3125,0.0,,,,0.0,7.0,,,0.0,0.0,1.0,3.0
2016-08-26,,,309.0,,,16.307443365695793,2.0,,,,0.0,12.0,,,0.0,0.0,0.0,0.0
2016-08-27,,,302.0,,,16.403973509933774,0.0,,,,0.0,6.0,,,0.0,0.0,1.0,2.0
2016-08-28,,,307.0,,,16.19543973941368,1.0,,,,0.0,9.0,,,0.0,0.0,1.0,4.0
2016-08-29,,,312.0,,,16.490384615384617,1.0,,,,0.0,13.0,,,0.0,0.0,2.0,3.0
2016-08-30,,,310.0,,,16.829032258064515,1.0,,,,0.0,9.0,,,0.0,0.0,3.0,2.0
2016-08-31,,,306.0,,,16.643790849673202,1.0,,,,1.0,4.0,,,0.0,0.0,2.0,1.0
2016-09-01,,,315.0,,,16.476190476190474,2.0,,,,0.0,11.0,,,0.0,1.0,1.0,4.0
2016-09-02,,,313.0,,,16.664536741214057,5.0,,,,0.0,10.0,,,0.0,0.0,1.0,1.0
2016-09-03,,,307.0,,,16.879478827361563,1.0,,,,0.0,7.0,,,0.0,0.0,2.0,0.0
2016-09-04,,,309.0,,,16.779935275080906,2.0,,,,0.0,10.0,,,0.0,0.0,0.0,0.0
2016-09-05,,,308.0,,,16.93831168831169,1.0,,,,1.0,8.0,,,0.0,0.0,3.0,5.0
2016-09-06,,,308.0,,,16.844155844155843,1.0,,,,0.0,6.0,,,0.0,0.0,3.0,1.0
2016-09-07,,,312.0,,,16.733974358974358,1.0,,,,0.0,10.0,,,0.0,0.0,1.0,2.0
2016-09-08,,,309.0,,,16.689320388349515,2.0,,,,0.0,6.0,,,0.0,0.0,2.0,5.0
2016-09-09,,,306.0,,,16.34967320261438,1.0,,,,0.0,5.0,,,0.0,0.0,0.0,3.0
2016-09-10,,,310.0,,,16.151612903225807,0.0,,,,0.0,10.0,,,0.0,0.0,0.0,2.0
2016-09-11,,,305.0,,,15.908196721311475,3.0,,,,0.0,3.0,,,0.0,0.0,2.0,2.0
2016-09-12,,,309.0,,,15.718446601941748,4.0,,,,0.0,9.0,,,1.0,0.0,1.0,1.0
2016-09-13,,,305.0,,,15.898360655737704,0.0,,,,0.0,7.0,,,0.0,0.0,3.0,0.0
2016-09-14,,,306.0,,,15.617647058823529,3.0,,,,0.0,5.0,,,0.0,0.0,3.0,3.0
